date,c_open,c_high,c_low,n_close,n_adj_close,adj_sum_5,adj_sum_10,adj_sum_15,adj_sum_20,adj_sum_25,adj_sum_30,label,closing_price_for_label
2013-06-03,0.018788,0.432168,-1.334091,0.244869,0.244871,1.721154,2.224723,2.322429,2.175868,1.4535,0.793943,0,46.17334
2013-06-04,-0.598131,0.224297,-1.084116,0.526116,0.526113,0.47103,1.626168,1.621183,1.684112,0.98413,0.423143,0,46.416264
2013-06-05,0.45601,0.703019,-0.437011,-1.626166,-1.626169,1.470647,2.846287,3.028691,3.269999,2.734419,2.093733,-1,45.661457
2013-06-06,-0.773731,0.377424,-1.170038,0.684022,0.684017,0.181171,1.758828,2.141289,2.39857,2.179088,1.40529,0,45.973789
2013-06-07,-0.918115,0.918123,-1.161699,0.717111,0.717115,-0.427202,0.811323,1.309106,1.582355,1.467346,0.799655,0,46.303474
2013-06-10,0.394068,0.562956,-0.225189,-0.149893,-0.149889,-0.251458,0.668041,1.309812,1.578155,1.583033,1.058288,-1,46.23407
2013-06-11,-0.490662,0.603886,-0.64163,-0.562956,-0.562964,0.120779,0.779397,1.77644,1.979622,2.154373,1.650173,-1,45.973789
2013-06-12,1.083703,1.326607,-0.149479,1.000185,1.000196,-0.538121,-0.377432,0.577974,0.852014,1.134526,0.765325,0,46.433617
2013-06-13,-1.444717,0.0,-1.722543,0.87818,0.878183,-1.033533,-1.353963,-0.428483,-0.071318,0.194842,0.06651,0,46.841389
2013-06-14,0.130255,0.669885,-0.502421,-0.463049,-0.463052,-0.435433,-0.774102,-0.066994,0.349827,0.619272,0.568038,-1,46.624489
2013-06-17,0.308977,0.817886,-0.23628,2.381835,2.381828,-2.122858,-2.755357,-2.372465,-1.937472,-1.717189,-1.696349,0,47.735004
2013-06-18,-0.091648,0.238266,-0.476543,-0.836058,-0.836051,-0.722141,-1.741206,-1.65445,-1.044725,-0.908362,-0.774686,-1,47.335915
2013-06-19,1.96629,2.37827,-0.187272,-2.126098,-2.1261,1.389513,0.537451,0.360797,0.950372,1.140821,1.366414,-1,46.329506
2013-06-20,2.062866,2.239684,-0.235762,-4.681648,-4.681647,5.155204,5.06483,4.808117,5.500979,5.827108,6.090369,-1,44.160522
2013-06-21,0.01948,0.506335,-1.090549,0.884079,0.884084,3.302824,3.750731,3.663745,4.263875,4.676922,4.969165,0,44.550938
2013-06-24,-0.677831,0.657899,-0.817384,-2.317426,-2.31743,3.815792,5.58812,5.716375,6.26894,6.814195,7.140484,-1,43.518501
2013-06-25,0.180834,0.442037,-0.884063,-0.777512,-0.777508,2.704439,5.768534,6.045138,6.534054,7.324087,7.641145,-1,43.180141
2013-06-26,-0.90733,0.0,-1.312741,4.07876,4.078755,-1.938219,1.291512,1.782501,2.111009,2.867186,3.231021,0,44.941353
2013-06-27,0.463144,1.659591,0.0,0.038612,0.038621,-1.621002,0.833649,1.592686,1.805281,2.578148,3.020062,0,44.95871
2013-06-28,0.873619,1.358961,-0.097067,-0.598228,-0.598229,-0.966804,1.00757,1.963371,2.264607,2.958646,3.465344,-1,44.689754
2013-07-01,0.813012,1.084013,0.0,0.291209,0.291205,-0.673636,0.063879,1.456961,1.816684,2.411922,2.981673,0,44.819893
2013-07-02,0.628807,1.375518,-0.117895,-1.490517,-1.49051,1.2694,0.856745,2.716966,3.100799,3.605417,4.346623,-1,44.151848
2013-07-03,-0.099035,0.297083,-0.812042,-0.786003,-0.78601,1.552782,1.079418,3.130649,3.705679,4.11883,4.872246,-1,43.80481
2013-07-05,1.1357,1.507734,-0.783243,1.148738,1.148732,0.105744,-0.03524,1.578231,2.339931,2.66145,3.421452,0,44.30801
2013-07-08,0.309598,0.793344,-0.386997,1.194439,1.194439,-1.010056,-1.15131,0.113524,0.968465,1.340562,2.014968,0,44.837242
2013-07-09,1.092046,1.189548,-0.117001,-0.773996,-0.773995,-0.38611,-0.16185,0.408223,1.560069,1.979725,2.578009,-1,44.490204
2013-07-10,-0.196123,0.117664,-0.64719,-0.565517,-0.565516,0.219648,0.645224,0.512518,1.941557,2.362815,2.871803,-1,44.238605
2013-07-11,-0.70449,0.076163,-1.542272,3.000584,3.000583,-1.926885,-2.149653,-2.527287,-1.123377,-0.627567,-0.242444,0,45.566021
2013-07-12,-0.515269,0.0,-1.183212,-0.228481,-0.228484,-1.194656,-1.814883,-2.113228,-1.048661,-0.445035,-0.152669,-1,45.46191
2013-07-15,0.362246,0.53384,-0.476644,0.095418,0.095432,-0.995242,-1.729274,-2.066738,-1.265976,-0.610113,-0.288537,0,45.505295
2013-07-16,0.23121,0.289012,-0.462432,-1.048616,-1.048627,0.292873,-0.641617,-0.805393,-0.520229,0.336033,0.683367,-1,45.028114
2013-07-17,0.07663,0.344828,-0.862071,0.578033,0.578032,0.18008,-0.961683,-1.06513,-1.318004,-0.301145,0.021715,0,45.288391
2013-07-18,-1.450642,0.0,-1.60136,1.685826,1.685829,-1.269783,-2.115678,-2.544588,-2.984176,-1.98719,-1.608266,0,46.051876
2013-07-19,-0.649599,0.420331,-0.764236,-1.394126,-1.394126,0.103174,-0.489109,-1.100495,-1.474969,-0.727549,-0.258564,-1,45.409855
2013-07-22,-0.695879,0.0,-0.7523,1.585781,1.585779,-1.188635,-1.762266,-2.436204,-2.841821,-2.320098,-1.828091,0,46.129955
2013-07-23,0.28458,0.531214,-0.208691,-0.865148,-0.865143,-0.018973,-0.633656,-1.45197,-1.752039,-1.642951,-1.00803,-1,45.730865
2013-07-24,0.283826,0.340588,-0.58656,0.265602,0.265606,-0.037845,-0.54494,-1.465786,-1.720909,-2.032924,-1.279092,0,45.852329
2013-07-25,-0.95793,0.0,-1.277237,0.737945,0.737934,-0.709992,-1.13824,-1.843225,-2.305595,-2.762582,-2.019782,0,46.190689
2013-07-26,-0.018855,0.622293,-0.509148,-0.394446,-0.394439,-0.056573,-0.627946,-1.208122,-1.804638,-2.216858,-1.692123,-1,46.008495
2013-07-29,0.53252,0.760742,0.0,-0.848571,-0.84858,0.574366,0.247245,-0.248507,-0.862491,-1.286416,-0.924301,-1,45.618076
2013-07-30,1.041665,1.231064,0.0,0.418404,0.418415,0.189392,-2e-06,-0.472224,-1.167615,-1.497728,-1.477273,0,45.808949
2013-07-31,3.069155,3.982127,0.0,-2.499998,-2.500005,2.22611,2.424245,2.14323,1.423857,1.160843,0.849525,-1,44.663723
2013-08-01,-0.646421,0.195892,-1.175314,-0.835278,-0.835277,2.22919,2.889328,2.811627,2.333011,1.954168,1.54555,-1,44.290657
2013-08-02,-1.036174,0.0,-1.05572,0.195892,0.195899,1.294224,2.455514,2.447695,2.140754,1.702437,1.363304,0,44.377422
2013-08-05,-0.568405,0.293998,-0.842807,-0.254158,-0.254168,0.940812,2.295183,2.521892,2.336344,1.923173,1.600032,-1,44.264629
2013-08-06,0.405325,0.656246,-0.501837,1.548414,1.548419,-0.980508,0.561666,0.947048,0.827059,0.380621,0.156983,0,44.950031
2013-08-07,-0.401681,0.497326,-0.707726,0.907157,0.907161,-1.564653,-0.451417,0.049731,0.043993,-0.415456,-0.583398,0,45.3578
2013-08-08,0.208375,0.378862,-0.719835,0.97552,0.975519,-1.856414,-1.498394,-0.953468,-0.896954,-1.203262,-1.481344,0,45.800274
2013-08-09,-0.41659,0.094679,-0.605944,0.037886,0.037888,-1.264917,-1.577358,-0.931648,-0.895669,-1.108887,-1.456169,0,45.817627
2013-08-12,-0.559956,0.193084,-0.559956,-1.931452,-1.931451,0.977019,0.208528,0.841855,0.992462,0.847261,0.502664,-1,44.932682
2013-08-13,-1.167689,0.0,-1.416543,0.868896,0.868898,0.271817,-0.761877,-0.086789,0.155043,0.052057,-0.32607,0,45.323101
2013-08-14,-0.21203,0.385507,-0.308404,-0.689129,-0.689141,0.813423,0.00386,0.481885,0.819201,0.814961,0.429199,-1,45.010761
2013-08-15,-0.543371,0.329909,-1.494277,-0.674638,-0.674632,1.009126,0.77625,0.943142,1.353582,1.422862,1.178603,-1,44.707104
2013-08-16,0.23197,0.23197,-0.463944,0.388125,0.388124,0.201047,0.498746,0.385335,0.902765,0.97893,0.829951,0,44.880623
2013-08-19,0.46512,0.581403,-0.251932,-0.251309,-0.251309,0.37985,0.864348,0.511633,1.00485,1.167446,1.078816,-1,44.767834
2013-08-20,0.444444,0.579708,-0.231882,0.290702,0.290695,-0.100479,0.560395,0.085031,0.619331,0.862615,0.81611,0,44.897972
2013-08-21,2.072128,2.311215,0.0,-3.014495,-3.014495,2.331146,3.269585,3.024516,3.481778,3.837427,3.896535,-1,43.544525
2013-08-22,0.776117,0.87562,-0.238804,0.119548,0.119553,1.699499,2.640797,2.795358,3.060697,3.48816,3.621891,0,43.596584
2013-08-23,-0.891091,0.0,-1.267325,0.497512,0.497516,0.708905,1.675245,2.200658,2.299997,2.830096,2.983496,0,43.813484
2013-08-26,0.413384,1.22047,-0.098423,0.594057,0.594057,-0.20079,0.87992,1.568242,1.520669,2.03622,2.26706,0,44.073761
2013-08-27,1.372353,2.11907,0.0,-2.46063,-2.46063,1.428858,2.881935,3.826438,3.753784,4.355196,4.688866,-1,42.989269
2013-08-28,0.673191,0.775198,-0.306,-1.069625,-1.069623,2.04814,3.410847,4.50564,4.624639,5.170946,5.604511,-1,42.529446
2013-08-29,-0.936099,0.223852,-1.058201,0.244796,0.244795,1.347172,2.671955,3.755256,4.174806,4.580381,5.079363,0,42.633556
2013-08-30,1.967355,1.967355,-0.062786,-2.767603,-2.767611,3.093352,4.767691,6.006705,6.787366,7.11763,7.752205,-1,41.453625
2013-09-03,1.301425,1.490342,-1.448359,-0.29301,-0.293002,2.069689,4.244331,5.737474,6.746432,7.017632,7.681919,-1,41.332165
2013-09-04,-1.835624,0.208598,-1.939927,0.629723,0.62972,0.759284,2.797248,4.47782,5.674804,5.94243,6.676403,0,41.592442
2013-09-05,-0.39707,0.585168,-0.585158,-0.187737,-0.187734,0.45977,2.501568,4.112852,5.41066,5.838246,6.528737,-1,41.514359
2013-09-06,-1.06644,0.287129,-1.722724,1.901776,1.901771,-1.570957,0.283025,1.79109,3.030154,3.67515,4.234352,0,42.303867
2013-09-09,-0.228218,0.663898,-0.560168,-1.148476,-1.148469,-0.253119,0.970947,2.485469,3.748956,4.634848,5.111335,-1,41.81802
2013-09-10,-0.081635,0.122451,-0.469388,1.659749,1.659746,-1.326533,-1.0449,0.458501,1.770406,2.761631,3.151699,0,42.512093
2013-09-11,-0.081286,0.426741,-0.345454,0.428569,0.428577,-1.231463,-1.53628,-0.314307,1.028238,2.111759,2.468326,0,42.69429
2013-09-12,0.688078,0.896581,-0.166802,-2.540134,-2.540141,1.388659,0.809007,1.973867,3.252709,4.412844,4.894356,-1,41.609795
2013-09-13,-0.06255,0.500421,-0.500413,0.0,0.0,1.055049,0.562969,1.655546,2.880524,4.010008,4.679594,0,41.609795
2013-09-16,1.021894,1.105316,0.0,-0.020847,-0.020848,0.971845,0.619393,1.322208,2.507817,3.626275,4.478969,-1,41.60112
2013-09-17,-0.954115,0.0,-0.974419,2.732006,2.732011,-1.607794,-1.727568,-1.580728,-0.455746,0.665042,1.581405,0,42.737667
2013-09-18,-3.153503,0.059506,-3.193171,2.354852,2.354862,-3.391519,-3.496636,-3.73001,-2.877836,-1.79533,-0.847557,0,43.74408
2013-09-19,-0.314713,0.236033,-0.668765,0.833007,0.832988,-3.056642,-3.705738,-4.286646,-3.616242,-2.688431,-1.761076,0,44.108463
2013-09-20,0.607252,0.881491,-0.078357,0.413059,0.413059,-2.244852,-3.653274,-4.430945,-3.934372,-3.126342,-2.278806,0,44.290657
2013-09-23,0.852498,0.911981,-0.198253,-1.194907,-1.194907,-0.075333,-2.044007,-2.9236,-2.778544,-2.057093,-1.25363,-1,43.761425
2013-09-24,0.039573,0.375938,-0.969533,0.198259,0.198259,0.233479,-1.93312,-2.733147,-2.996635,-2.334783,-1.531459,0,43.848186
2013-09-25,0.079493,0.775038,0.0,-0.435301,-0.435293,0.631949,-1.283788,-1.992585,-2.49603,-2.021467,-1.228145,-1,43.657318
2013-09-26,0.976092,1.115532,-0.219125,-0.238472,-0.23848,0.61753,-0.601592,-1.446213,-2.145417,-1.786452,-1.103584,-1,43.553204
2013-09-27,-0.197089,0.374454,-0.492708,1.075699,1.0757,-0.575485,-1.11155,-2.234923,-3.02917,-2.793064,-2.20799,0,44.021706
2013-09-30,0.039504,0.197509,-0.533281,-0.216793,-0.216786,-0.284421,-0.367377,-1.702553,-2.537039,-2.571604,-2.067951,-1,43.926273
2013-10-01,-0.527645,0.078173,-0.762163,1.066555,1.066548,-1.090476,-1.045529,-2.457162,-3.220631,-3.570836,-3.129432,0,44.394768
2013-10-02,0.19739,0.296094,-0.631662,-0.996674,-0.996674,0.039481,-0.001973,-1.284377,-1.977889,-2.512434,-2.225949,-1,43.952297
2013-10-03,0.436423,0.991867,-0.158695,-0.493486,-0.49349,0.618929,0.408653,-0.470801,-1.237844,-1.918662,-1.726504,-1,43.735397
2013-10-04,0.138614,0.613863,-0.019798,0.178536,0.178544,0.344551,0.120789,-0.312874,-1.241586,-1.985745,-1.885151,0,43.813484
2013-10-07,0.0,0.474592,-0.197744,0.138614,0.13861,0.181925,0.007911,-0.105464,-1.143958,-1.900731,-2.016346,0,43.874214
2013-10-08,1.777064,1.857833,0.0,-2.07633,-2.076327,1.639738,1.922453,2.047655,1.004643,0.331177,-0.024908,-1,42.963242
2013-10-09,0.717945,0.758972,-0.65641,-1.554927,-1.554941,2.461548,3.210267,3.431121,2.552832,1.982371,1.499499,-1,42.295189
2013-10-10,-0.404688,0.141651,-0.60704,1.374355,1.374357,0.671802,1.653188,1.837324,1.31021,0.726844,0.150424,0,42.876476
2013-10-11,-0.560118,0.0,-0.640136,1.153387,1.153392,-0.68014,0.344066,0.534772,0.358071,-0.323265,-0.934854,0,43.37101
2013-10-14,-0.898196,0.0,-0.998004,0.220036,0.220036,-1.085827,0.017968,0.268801,0.352301,-0.390412,-0.997997,0,43.466442
2013-10-15,0.507202,0.791233,0.0,-1.616761,-1.616748,0.446323,1.280165,1.747469,2.004451,1.270023,0.740504,-1,42.763699
2013-10-16,-0.202885,0.547778,-0.54778,0.0,0.0,0.665439,1.00222,1.608158,1.889824,1.276515,0.831801,0,42.763699
2013-10-17,-0.658292,0.059842,-0.897668,1.7042,1.704191,-0.73808,-0.746063,-0.103733,0.111707,-0.247359,-0.706166,0,43.492474
2013-10-18,-0.616917,0.238804,-0.915421,0.239376,0.239375,-0.871638,-1.032836,-0.407297,-0.206965,-0.303283,-0.844443,0,43.596584
2013-10-21,-0.454456,0.019755,-0.612531,0.71642,0.716423,-1.375221,-1.728912,-1.118361,-0.900024,-0.802217,-1.391033,0,43.90892
2013-10-22,0.01948,0.642652,-0.292107,1.462156,1.462158,-1.994156,-2.788706,-2.519963,-2.249271,-2.06894,-2.659527,0,44.550938
2013-10-23,-0.546454,0.214668,-0.565966,-0.214208,-0.214218,-1.022637,-2.094066,-2.235233,-1.949649,-1.794692,-2.318501,-1,44.455502
2013-10-24,-0.058189,0.310318,-0.407298,0.62451,0.624519,-1.082238,-2.28666,-2.693308,-2.426306,-2.348339,-2.692015,0,44.733135
2013-10-25,-0.363712,0.0,-1.033693,1.318854,1.318857,-1.60797,-3.127879,-3.737886,-3.552843,-3.528341,-3.685564,0,45.323101
2013-10-28,-0.326362,0.115189,-0.556731,-0.28714,-0.287143,-0.756383,-2.466884,-3.266145,-3.134963,-3.123828,-3.143282,-1,45.192959
2013-10-29,0.308174,0.442997,-0.250379,-0.326362,-0.326367,-0.211857,-1.640979,-2.641238,-2.745565,-2.700303,-2.655363,-1,45.045464
2013-10-30,0.492329,1.893581,0.0,1.714181,1.714186,-1.298997,-2.63208,-3.769492,-4.181031,-4.151491,-4.145054,0,45.817627
2013-10-31,0.467464,0.860133,-0.411372,1.268697,1.268697,-1.817502,-3.225506,-4.468961,-5.09443,-5.106959,-5.18138,0,46.398914
2013-11-01,0.056941,0.132851,-0.929964,-1.47719,-1.477194,-0.174602,-1.311439,-2.695003,-3.463652,-3.536152,-3.655972,-1,45.713512
2013-11-04,-0.245842,0.151282,-0.548413,0.360604,0.360605,-0.234494,-1.236762,-2.694149,-3.592096,-3.712558,-3.848337,0,45.878357
2013-11-05,-0.682466,0.075831,-1.118483,-0.245842,-0.245835,0.326063,-0.727966,-2.017065,-3.048347,-3.355456,-3.471728,-1,45.765572
2013-11-06,0.374524,0.749058,0.0,1.232231,1.232223,-0.674157,-1.531834,-2.696629,-3.793072,-4.326593,-4.454434,0,46.329506
2013-11-07,2.26097,2.299291,0.0,-2.265923,-2.265912,1.134312,0.87181,-0.177561,-1.297188,-1.972032,-2.112161,-1,45.27972
2013-11-08,-1.849382,0.0,-1.849382,0.498184,0.498181,0.541464,0.411815,-0.392761,-1.55196,-2.309254,-2.488727,0,45.505295
2013-11-11,-0.170713,0.49317,-0.398336,0.514776,0.514764,-0.034135,0.017076,-0.636059,-1.807657,-2.64643,-2.855965,0,45.73954
2013-11-12,-0.037872,0.246162,-0.397658,0.170713,0.170721,-0.181785,0.015147,-0.621096,-1.641736,-2.563154,-2.918012,0,45.817627
2013-11-13,-1.62295,0.0,-1.641825,0.340846,0.340834,-0.675591,-0.290613,-0.738496,-1.626714,-2.574063,-3.101208,0,45.973789
2013-11-14,-0.697453,0.471254,-0.791702,0.113223,0.113236,-0.463714,-0.484448,-0.663524,-1.46277,-2.410556,-3.044927,0,46.025848
2013-11-15,-0.593032,0.16679,-0.833953,1.715363,1.71536,-1.582653,-1.92735,-2.126264,-2.78076,-3.762043,-4.466269,0,46.815357
2013-11-18,0.740744,0.907411,-0.166667,0.074131,0.074127,-1.181479,-1.792588,-1.962959,-2.538884,-3.54444,-4.325305,0,46.85006
